Object ID,Object Type,Object Key,Creation Date,Delivery date,Lead Time,Amount,Currency,Comments
1039931693,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,11 976.27,CHF,13-bath-red_Bathroom
1039931463,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,24 106.61,CHF,13-bath-red_Bathroom
1039931469,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,23 084.29,CHF,13-bath-red_Bathroom
1039931444,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,44 767.26,CHF,13-bath-red_Bathroom
1039930819,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,22 964.80,CHF,13-bath-red_Bathroom
1039931407,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,102 730.12,CHF,13-bath-red_Bathroom
1039931404,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,66 964.38,CHF,13-bath-red_Bathroom
1039931401,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,41 269.89,CHF,13-bath-red_Bathroom
1039931397,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,44 692.37,CHF,13-bath-red_Bathroom
1039931394,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,49 606.34,CHF,13-bath-red_Bathroom
1039931393,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,46 879.89,CHF,13-bath-red_Bathroom
1039931399,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,27 804.70,CHF,13-bath-red_Bathroom
1039931389,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,60 828.30,CHF,13-bath-red_Bathroom
1039931383,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,46 676.20,CHF,13-bath-red_Bathroom
1039931389,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,47 498.83,CHF,13-bath-red_Bathroom
1039931370,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,91 232.87,CHF,13-bath-red_Bathroom
1039931368,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,23 796.91,CHF,13-bath-red_Bathroom
1039931440,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,60 706.22,CHF,13-bath-red_Bathroom
1039931446,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,38 611.32,CHF,13-bath-red_Bathroom
1039931477,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,66 894.40,CHF,13-bath-red_Bathroom
1039931493,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,66 671.84,CHF,13-bath-red_Bathroom
1039931497,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,66 894.40,CHF,13-bath-red_Bathroom
1039931614,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,20 491.12,CHF,13-bath-red_Bathroom
1039931691,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,76 326.62,CHF,13-bath-red_Bathroom
1039931699,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,66 894.40,CHF,13-bath-red_Bathroom
1039931439,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,12 600.96,CHF,13-bath-red_Bathroom
1039931391,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,66 894.40,CHF,13-bath-red_Bathroom
1039931430,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,20 491.12,CHF,13-bath-red_Bathroom
1039931431,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,60 647.16,CHF,13-bath-red_Bathroom
1039931441,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,19 241.28,CHF,13-bath-red_Bathroom
1039931468,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,19 312.16,CHF,13-bath-red_Bathroom
1039931479,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,13 477.63,CHF,13-bath-red_Bathroom
1039931480,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,13 446.38,CHF,13-bath-red_Bathroom
1039931494,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,17 832.96,CHF,13-bath-red_Bathroom
1039931616,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,19 063.30,CHF,13-bath-red_Bathroom
8996747,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,61 704.31,JPY,13-bath-red_Bathroom
1086691663,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,6 649.43,JPY,13-bath-red_Bathroom
1086691690,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,760.01,JPY,13-bath-red_Bathroom
1069660873,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,67 312.17,JPY,13-bath-red_Bathroom
1060069069,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,66 824.17,JPY,13-bath-red_Bathroom
1086691696,Bathroom,13-bath-red,11/10/2011,11/11/2011,1,283.89,JPY,13-bath-red_Bathroom
994496691,Livingroom,1233-liv-cup,11/30/2011,1/3/2014,765,8 682.66,COP,1233-liv-cup_Livingroom
1060067696,Bathroom,13-bath-red,11/30/2011,1/3/2014,765,61 947.36,JPY,13-bath-red_Bathroom
1086689960,Bathroom,13-bath-red,11/30/2011,12/30/2013,761,1 161.67,JPY,13-bath-red_Bathroom
1060067640,Bathroom,13-bath-red,11/30/2011,12/29/2013,760,3 730.20,JPY,13-bath-red_Bathroom
1086689901,Bathroom,13-bath-red,11/30/2011,1/6/2014,768,134.96,JPY,13-bath-red_Bathroom
1060067694,Bathroom,13-bath-red,11/30/2011,1/2/2014,764,1 346.44,JPY,13-bath-red_Bathroom
1086691904,Bathroom,13-bath-red,11/30/2011,1/2/2014,764,68.92,JPY,13-bath-red_Bathroom
1086691976,Bathroom,13-bath-red,11/30/2011,1/2/2014,764,63.61,JPY,13-bath-red_Bathroom
1086691976,Bathroom,13-bath-red,11/30/2011,1/2/2014,764,39.76,JPY,13-bath-red_Bathroom
1000164486,Bathroom,13-bath-red,11/30/2011,12/9/2011,9,2 390.62,JPY,13-bath-red_Bathroom
8987190,Bathroom,13-bath-red,11/30/2011,12/30/2013,761,124 764.26,JPY,13-bath-red_Bathroom
8987684,Bathroom,13-bath-red,11/30/2011,12/29/2013,760,29 280.63,JPY,13-bath-red_Bathroom
8987681,Bathroom,13-bath-red,11/30/2011,12/19/2011,19,146 924.11,JPY,13-bath-red_Bathroom
1039993607,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,1 204.26,CHF,13-bath-red_Bathroom
8987910,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,103 641.98,JPY,13-bath-red_Bathroom
8987831,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,344 978.40,JPY,13-bath-red_Bathroom
8987781,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,120 044.32,JPY,13-bath-red_Bathroom
8987676,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,30 764.16,JPY,13-bath-red_Bathroom
8987636,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,166 269.81,JPY,13-bath-red_Bathroom
1086689907,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,6 364.63,JPY,13-bath-red_Bathroom
8987679,Bathroom,13-bath-red,11/30/2011,12/18/2011,18,66 064.12,JPY,13-bath-red_Bathroom
1000164496,Bathroom,13-bath-red,11/30/2011,12/15/2011,15,31 918.21,JPY,13-bath-red_Bathroom
1000166794,Bathroom,13-bath-red,11/30/2011,12/15/2011,15,17 364.44,JPY,13-bath-red_Bathroom
1039993684,Bathroom,13-bath-red,11/30/2011,12/15/2011,15,26 609.03,CHF,13-bath-red_Bathroom
1039993608,Bathroom,13-bath-red,11/30/2011,12/15/2011,15,1 166.26,CHF,13-bath-red_Bathroom
1039993606,Bathroom,13-bath-red,11/30/2011,12/14/2011,14,7 111.66,CHF,13-bath-red_Bathroom
1086689916,Bathroom,13-bath-red,11/30/2011,12/14/2011,14,129.32,JPY,13-bath-red_Bathroom
1086689198,Bathroom,13-bath-red,11/30/2011,5/24/2012,176,3 047.76,JPY,13-bath-red_Bathroom
1000166760,Bathroom,13-bath-red,11/30/2011,5/24/2012,176,23 306.78,JPY,13-bath-red_Bathroom
1086689919,Bathroom,13-bath-red,11/30/2011,5/24/2012,176,1 964.33,JPY,13-bath-red_Bathroom
1086689930,Bathroom,13-bath-red,11/30/2011,5/24/2012,176,4 692.02,JPY,13-bath-red_Bathroom
1039993609,Bathroom,13-bath-red,11/30/2011,12/11/2011,11,4 444.20,CHF,13-bath-red_Bathroom
1039993614,Bathroom,13-bath-red,11/30/2011,12/11/2011,11,19 262.60,CHF,13-bath-red_Bathroom
816867161,Bathroom,13-bath-red,11/30/2011,12/11/2011,11,20 012.60,JPY,13-bath-red_Bathroom
1086689906,Bathroom,13-bath-red,11/30/2011,12/11/2011,11,10 203.90,JPY,13-bath-red_Bathroom
1086689946,Bathroom,13-bath-red,11/30/2011,12/11/2011,11,3 667.14,JPY,13-bath-red_Bathroom
1039993768,Bathroom,13-bath-red,11/30/2011,12/10/2011,10,68 223.98,CHF,13-bath-red_Bathroom
1086689941,Bathroom,13-bath-red,11/30/2011,12/10/2011,10,620.26,JPY,13-bath-red_Bathroom
8987766,Bathroom,13-bath-red,11/30/2011,12/23/2011,23,43 071.44,JPY,13-bath-red_Bathroom
8987719,Bathroom,13-bath-red,11/30/2011,12/23/2011,23,43 116.64,JPY,13-bath-red_Bathroom
8987830,Bathroom,13-bath-red,11/30/2011,12/23/2011,23,44 923.40,JPY,13-bath-red_Bathroom
8987666,Bathroom,13-bath-red,11/30/2011,12/8/2011,8,16 721.21,JPY,13-bath-red_Bathroom
8987666,Bathroom,13-bath-red,11/30/2011,12/8/2011,8,2 021.00,JPY,13-bath-red_Bathroom
8987667,Bathroom,13-bath-red,11/30/2011,12/8/2011,8,13 906.11,JPY,13-bath-red_Bathroom
1039993649,Bathroom,13-bath-red,11/30/2011,12/8/2011,8,63 749.39,CHF,13-bath-red_Bathroom
8987917,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,73 166.31,JPY,13-bath-red_Bathroom
8987674,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,22 378.86,JPY,13-bath-red_Bathroom
8987676,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,16 063.72,JPY,13-bath-red_Bathroom
1039993617,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,2 412.03,CHF,13-bath-red_Bathroom
1039993608,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,16 803.76,CHF,13-bath-red_Bathroom
1039993616,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,961.90,CHF,13-bath-red_Bathroom
1039993606,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,1 208.36,CHF,13-bath-red_Bathroom
1039993661,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,16 682.66,CHF,13-bath-red_Bathroom
8987849,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,328.98,JPY,13-bath-red_Bathroom
1086690846,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,11.41,JPY,13-bath-red_Bathroom
1086690899,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,127.22,JPY,13-bath-red_Bathroom
1086691934,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,212.04,JPY,13-bath-red_Bathroom
1086691937,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,349.89,JPY,13-bath-red_Bathroom
1086691370,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,344.68,JPY,13-bath-red_Bathroom
1086691378,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,31.81,JPY,13-bath-red_Bathroom
1086689996,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,71.98,JPY,13-bath-red_Bathroom
1086691439,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,219.99,JPY,13-bath-red_Bathroom
1086691447,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,248.09,JPY,13-bath-red_Bathroom
1086691670,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,318.08,JPY,13-bath-red_Bathroom
1086691699,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,46.64,JPY,13-bath-red_Bathroom
1086691600,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,46.64,JPY,13-bath-red_Bathroom
8996603,Bathroom,13-bath-red,11/30/2011,12/7/2011,7,17 437.00,JPY,13-bath-red_Bathroom
1039993699,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,24 699.17,CHF,13-bath-red_Bathroom
1039993691,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,16 402.61,CHF,13-bath-red_Bathroom
1039993690,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,7 368.48,CHF,13-bath-red_Bathroom
1039993689,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,36 609.62,CHF,13-bath-red_Bathroom
1039993619,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,6 647.39,CHF,13-bath-red_Bathroom
1039993686,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,16 466.11,CHF,13-bath-red_Bathroom
1039993686,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,23 418.72,CHF,13-bath-red_Bathroom
1039993684,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,11 082.24,CHF,13-bath-red_Bathroom
1039993646,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,3 314.34,CHF,13-bath-red_Bathroom
1039993646,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,271.73,CHF,13-bath-red_Bathroom
1000164479,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,2 244.11,JPY,13-bath-red_Bathroom
1000166790,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,46 646.81,JPY,13-bath-red_Bathroom
8996608,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,19 696.66,JPY,13-bath-red_Bathroom
8987731,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,19 699.98,JPY,13-bath-red_Bathroom
8987996,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,26 978.68,JPY,13-bath-red_Bathroom
994496686,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,387 869.61,COP,13-bath-red_Bathroom
997736138,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,446 707.93,EUR,13-bath-red_Bathroom
8996687,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,41 282.26,JPY,13-bath-red_Bathroom
1039993604,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,1 219.81,CHF,13-bath-red_Bathroom
1039993610,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,393.34,CHF,13-bath-red_Bathroom
1039993619,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,8 906.16,CHF,13-bath-red_Bathroom
1039993694,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,1 177.49,CHF,13-bath-red_Bathroom
1039993693,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,63 692.31,CHF,13-bath-red_Bathroom
8987687,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,1 123.20,JPY,13-bath-red_Bathroom
1086689908,Bathroom,13-bath-red,11/30/2011,12/5/2011,5,2 412.67,JPY,13-bath-red_Bathroom
997736149,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,918 371.66,EUR,13-bath-red_Bathroom
997736148,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,168 224.60,EUR,13-bath-red_Bathroom
1039931993,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,60 986.90,CHF,13-bath-red_Bathroom
8987799,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,12 066.90,JPY,13-bath-red_Bathroom
8987919,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,23 626.37,JPY,13-bath-red_Bathroom
8987714,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,68 430.21,JPY,13-bath-red_Bathroom
1039931399,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,36 640.02,CHF,13-bath-red_Bathroom
1039931966,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,33 213.62,CHF,13-bath-red_Bathroom
8996606,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,61 229.11,JPY,13-bath-red_Bathroom
1086689903,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,677.46,JPY,13-bath-red_Bathroom
1086690860,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,264.46,JPY,13-bath-red_Bathroom
1086691393,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,482.41,JPY,13-bath-red_Bathroom
1086691394,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,206.76,JPY,13-bath-red_Bathroom
1086691647,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,219.99,JPY,13-bath-red_Bathroom
1086691648,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,93.08,JPY,13-bath-red_Bathroom
1086691649,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,219.99,JPY,13-bath-red_Bathroom
1086691661,Bathroom,13-bath-red,11/30/2011,12/4/2011,4,370.31,JPY,13-bath-red_Bathroom
1039931901,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,66 404.74,CHF,13-bath-red_Bathroom
8987739,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,78 221.41,JPY,13-bath-red_Bathroom
1039931908,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,61 446.63,CHF,13-bath-red_Bathroom
1039930860,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,31 819.10,CHF,13-bath-red_Bathroom
1039931397,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,30 418.26,CHF,13-bath-red_Bathroom
8987740,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,39 768.38,JPY,13-bath-red_Bathroom
1086690836,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,103.37,JPY,13-bath-red_Bathroom
1086690896,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,84.82,JPY,13-bath-red_Bathroom
1086690896,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,177.69,JPY,13-bath-red_Bathroom
1086690899,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,92.77,JPY,13-bath-red_Bathroom
1086691903,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,127.22,JPY,13-bath-red_Bathroom
1086691996,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,296.86,JPY,13-bath-red_Bathroom
1086691398,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,26.40,JPY,13-bath-red_Bathroom
1086691060,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,74.22,JPY,13-bath-red_Bathroom
1086691399,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,74.22,JPY,13-bath-red_Bathroom
1086689938,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,978.28,JPY,13-bath-red_Bathroom
1086689940,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,680.29,JPY,13-bath-red_Bathroom
1086691666,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,720.94,JPY,13-bath-red_Bathroom
1086691671,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,110.00,JPY,13-bath-red_Bathroom
1086689944,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,1 467.68,JPY,13-bath-red_Bathroom
1086691697,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,133.27,JPY,13-bath-red_Bathroom
1060067638,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,14 389.90,JPY,13-bath-red_Bathroom
1060067637,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,6 348.11,JPY,13-bath-red_Bathroom
1060067691,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,31 272.60,JPY,13-bath-red_Bathroom
1060067614,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,33 663.17,JPY,13-bath-red_Bathroom
1060067609,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,36 098.91,JPY,13-bath-red_Bathroom
1060067601,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,22 722.64,JPY,13-bath-red_Bathroom
1086689199,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,28 962.16,JPY,13-bath-red_Bathroom
994496083,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,66 612.06,COP,13-bath-red_Bathroom
994496090,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,31 463.60,COP,13-bath-red_Bathroom
8996394,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,21 669.06,JPY,13-bath-red_Bathroom
8996616,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,61 264.09,JPY,13-bath-red_Bathroom
1039931061,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,66 111.62,CHF,13-bath-red_Bathroom
1039931396,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,41 244.61,CHF,13-bath-red_Bathroom
1039931393,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,41 089.22,CHF,13-bath-red_Bathroom
1039931303,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,66 082.08,CHF,13-bath-red_Bathroom
1039931300,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11 126.81,CHF,13-bath-red_Bathroom
1039931999,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,68 768.62,CHF,13-bath-red_Bathroom
1039931989,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11 831.66,CHF,13-bath-red_Bathroom
1039931973,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,62 220.10,CHF,13-bath-red_Bathroom
1039931967,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,161 104.08,CHF,13-bath-red_Bathroom
1039931969,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,23 848.11,CHF,13-bath-red_Bathroom
1039931949,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,21 632.66,CHF,13-bath-red_Bathroom
1039931938,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,12 086.72,CHF,13-bath-red_Bathroom
1039931998,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,113 874.90,CHF,13-bath-red_Bathroom
1039931910,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,66 396.10,CHF,13-bath-red_Bathroom
1039931907,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,84 726.64,CHF,13-bath-red_Bathroom
1039931909,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,44 067.84,CHF,13-bath-red_Bathroom
1039930199,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,78 784.36,CHF,13-bath-red_Bathroom
1039930871,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,196 290.13,CHF,13-bath-red_Bathroom
1039930861,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,46 929.92,CHF,13-bath-red_Bathroom
1039931096,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,127 632.27,CHF,13-bath-red_Bathroom
1060067668,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,131 699.48,JPY,13-bath-red_Bathroom
1060067646,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,8 717.67,JPY,13-bath-red_Bathroom
1060067646,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,19 411.86,JPY,13-bath-red_Bathroom
1060067647,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,13 176.83,JPY,13-bath-red_Bathroom
1060067648,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11 182.20,JPY,13-bath-red_Bathroom
1060067649,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11 792.69,JPY,13-bath-red_Bathroom
1060067606,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,74 831.63,JPY,13-bath-red_Bathroom
1060067607,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,30 077.04,JPY,13-bath-red_Bathroom
1060067608,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,63 801.38,JPY,13-bath-red_Bathroom
1060067608,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,63 801.38,JPY,13-bath-red_Bathroom
1060067616,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,14 697.49,JPY,13-bath-red_Bathroom
1060067616,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,30 603.12,JPY,13-bath-red_Bathroom
1060067639,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,17 239.09,JPY,13-bath-red_Bathroom
1060067606,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,26 409.93,JPY,13-bath-red_Bathroom
1039930860,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,47 486.02,CHF,13-bath-red_Bathroom
1039930869,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,69 706.96,CHF,13-bath-red_Bathroom
1039930873,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,61 270.32,CHF,13-bath-red_Bathroom
8987606,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,670 479.04,JPY,13-bath-red_Bathroom
8987767,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11 973.12,JPY,13-bath-red_Bathroom
1039993698,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11 826.76,CHF,13-bath-red_Bathroom
1039993660,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,93 411.24,CHF,13-bath-red_Bathroom
1000164498,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,3 267.86,JPY,13-bath-red_Bathroom
1000164497,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,20 369.93,JPY,13-bath-red_Bathroom
8987677,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11 664.78,JPY,13-bath-red_Bathroom
1086690837,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,46.64,JPY,13-bath-red_Bathroom
1086690848,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,119.27,JPY,13-bath-red_Bathroom
1086690196,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,1 663.98,JPY,13-bath-red_Bathroom
1086691909,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,93.08,JPY,13-bath-red_Bathroom
1086691910,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,114.08,JPY,13-bath-red_Bathroom
1086691998,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,60.89,JPY,13-bath-red_Bathroom
1086691974,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,379.04,JPY,13-bath-red_Bathroom
1086691984,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,169.63,JPY,13-bath-red_Bathroom
1086691379,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,84.82,JPY,13-bath-red_Bathroom
1086691373,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,11.41,JPY,13-bath-red_Bathroom
1086691676,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,119.27,JPY,13-bath-red_Bathroom
8996361,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,9 434.12,JPY,13-bath-red_Bathroom
8996369,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,16 168.38,JPY,13-bath-red_Bathroom
8996363,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,30 729.60,JPY,13-bath-red_Bathroom
8996366,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,4 486.89,JPY,13-bath-red_Bathroom
1039930863,Bathroom,13-bath-red,11/30/2011,2/14/2012,76,34 166.34,CHF,13-bath-red_Bathroom
994496673,Bathroom,13-bath-red,11/30/2011,12/1/2011,1,17 326.00,COP,13-bath-red_Bathroom
994496679,Bathroom,13-bath-red,11/30/2011,12/1/2011,1,36 243.68,COP,13-bath-red_Bathroom
994496680,Bathroom,13-bath-red,11/30/2011,12/1/2011,1,11 263.78,COP,13-bath-red_Bathroom
994496681,Bathroom,13-bath-red,11/30/2011,12/1/2011,1,10 867.60,COP,13-bath-red_Bathroom
994496689,Bathroom,13-bath-red,11/30/2011,12/1/2011,1,6 692.38,COP,13-bath-red_Bathroom
